index,word,score,data_frequency,common
9672,SCOOG,8,0,0
9673,SCOOP,9,5272369,1
9674,SCOOT,7,269666,0
9675,SCOPA,9,88607,0
9676,SCOPE,9,23349420,1
9677,SCOPS,9,39159,0
9678,SCORE,7,69315004,1
9679,SCORN,7,622924,0
9680,SCOTS,7,1911314,1
9681,SCOUG,8,13313,0
9682,SCOUP,9,0,0
9683,SCOUR,7,411478,0
9684,SCOUT,7,6176157,1
9685,SCOWL,10,115386,0
9686,SCOWP,12,0,0
9687,SCOWS,10,0,0
9688,SCRAB,9,0,0
9689,SCRAE,7,0,0
9690,SCRAG,8,0,0
9691,SCRAM,9,139774,0
9692,SCRAN,7,355642,0
9693,SCRAP,9,3757085,1
9694,SCRAT,7,34413,0
9695,SCRAW,10,0,0
9696,SCRAY,10,0,0
9697,SCREE,7,148396,0
9698,SCREW,10,8177263,1
9699,SCRIM,9,146877,0
9700,SCRIP,9,328826,0
9701,SCROB,9,0,0
9702,SCROD,8,21554,0
9703,SCROG,8,0,0
9704,SCROW,10,0,0
9705,SCRUB,9,2360299,1
9706,SCRUM,9,425870,0
9707,SCUBA,9,6366349,1
9708,SCUDI,8,0,0
9709,SCUDO,8,16902,0
9710,SCUDS,8,39676,0
9711,SCUFF,13,224673,0
9712,SCUFT,10,0,0
9713,SCUGS,8,0,0
9714,SCULK,11,0,0
9715,SCULL,7,174118,0
9716,SCULP,9,29076,0
9717,SCULS,7,0,0
9718,SCUMS,9,21265,0
9719,SCUPS,9,0,0
9720,SCURF,10,13478,0
9721,SCURS,7,0,0
9722,SCUSE,7,53625,0
9723,SCUTA,7,0,0
9724,SCUTE,7,17485,0
9725,SCUTS,7,0,0
9726,SCUZZ,25,0,0
9727,SCYES,10,0,0
9728,SDAYN,9,0,0
9729,SDEIN,6,0,0
9730,SEALS,5,4958012,1
9731,SEAME,7,0,0
9732,SEAMS,7,1323885,0
9733,SEAMY,10,35034,0
9734,SEANS,5,14788,0
9735,SEARE,5,0,0
9736,SEARS,5,4897480,1
9737,SEASE,5,16912,0
9738,SEATS,5,17070818,1
9739,SEAZE,14,0,0
9740,SEBUM,9,95387,0
9741,SECCO,9,33756,0
9742,SECHS,10,49108,0
9743,SECTS,7,603808,0
9744,SEDAN,6,4769270,1
9745,SEDER,6,315708,0
9746,SEDES,6,17575,0
9747,SEDGE,7,361236,0
9748,SEDGY,10,0,0
9749,SEDUM,8,126177,0
9750,SEEDS,6,11196921,1
9751,SEEDY,9,284954,0
9752,SEEKS,9,10174194,1
9753,SEELD,6,0,0
9754,SEELS,5,0,0
9755,SEELY,8,173389,0
9756,SEEMS,7,55276661,1
9757,SEEPS,7,188076,0
9758,SEEPY,10,0,0
9759,SEERS,5,134265,0
9760,SEFER,8,159719,0
9761,SEGAR,6,45150,0
9762,SEGNI,6,74679,0
9763,SEGNO,6,108669,0
9764,SEGOL,6,0,0
9765,SEGOS,6,0,0
9766,SEGUE,6,234120,0
9767,SEHRI,8,0,0
9768,SEIFS,8,0,0
9769,SEILS,5,0,0
9770,SEINE,5,1121610,0
9771,SEIRS,5,0,0
9772,SEISE,5,0,0
9773,SEISM,7,18530,0
9774,SEITY,8,0,0
9775,SEIZA,14,0,0
9776,SEIZE,14,1908868,1
9777,SEKOS,9,0,0
9778,SEKTS,9,0,0
9779,SELAH,8,213338,0
9780,SELES,5,69906,0
9781,SELFS,8,33812,0
9782,SELLA,5,143359,0
9783,SELLE,5,305996,0
9784,SELLS,5,8827377,1
9785,SELVA,8,389472,0
9786,SEMEE,7,0,0
9787,SEMEN,7,1553302,1
9788,SEMES,7,30150,0
9789,SEMIE,7,0,0
9790,SEMIS,7,357039,0
9791,SENAS,5,0,0
9792,SENDS,6,7512707,1
9793,SENES,5,0,0
9794,SENGI,6,0,0
9795,SENNA,5,431701,0
9796,SENOR,5,352047,0
9797,SENSA,5,89308,0
9798,SENSE,5,52629633,1
9799,SENSI,5,280091,0
9800,SENTE,5,63099,0
9801,SENTI,5,56703,0
9802,SENTS,5,98600,0
9803,SENVY,11,0,0
9804,SENZA,14,476965,0
9805,SEPAD,8,0,0
9806,SEPAL,7,32590,0
9807,SEPIA,7,741438,0
9808,SEPIC,9,0,0
9809,SEPOY,10,33499,0
9810,SEPTA,7,203819,0
9811,SEPTS,7,20285,0
9812,SERAC,7,43796,0
9813,SERAI,5,35974,0
9814,SERAL,5,57376,0
9815,SERED,6,19699,0
9816,SERER,5,0,0
9817,SERES,5,54684,0
9818,SERFS,8,117599,0
9819,SERGE,6,1283914,0
9820,SERIC,7,0,0
9821,SERIF,8,2109334,1
9822,SERIN,5,38729,0
9823,SERKS,9,0,0
9824,SERON,5,0,0
9825,SEROW,8,0,0
9826,SERRA,5,755717,0
9827,SERRE,5,381425,0
9828,SERRS,5,0,0
9829,SERRY,8,0,0
9830,SERUM,7,5854942,1
9831,SERVE,8,36697856,1
9832,SERVO,8,1581719,1
9833,SESEY,8,0,0
9834,SESSA,5,67670,0
9835,SETAE,5,111998,0
9836,SETAL,5,0,0
9837,SETON,5,1136773,0
9838,SETTS,5,60954,0
9839,SETUP,7,23534848,1
9840,SEVEN,8,44224906,1
9841,SEVER,8,686306,0
9842,SEWAN,8,0,0
9843,SEWAR,8,0,0
9844,SEWED,9,175012,0
9845,SEWEL,8,28078,0
9846,SEWEN,8,0,0
9847,SEWER,8,5008805,1
9848,SEWIN,8,0,0
9849,SEXED,13,155161,0
9850,SEXER,12,0,0
9851,SEXES,12,1608110,1
9852,SEXTO,12,29954,0
9853,SEXTS,12,0,0
9854,SEYEN,8,0,0
9855,SHACK,14,2739743,1
9856,SHADE,9,6996835,1
9857,SHADS,9,19622,0
9858,SHADY,12,2059463,1
9859,SHAFT,11,6431372,1
9860,SHAGS,9,41829,0
9861,SHAHS,11,0,0
9862,SHAKE,12,6839319,1
9863,SHAKO,12,26339,0
9864,SHAKT,12,0,0
9865,SHAKY,15,766843,0
9866,SHALE,8,769742,0
9867,SHALL,8,191963867,1
9868,SHALM,10,0,0
9869,SHALT,8,1854326,1
9870,SHALY,11,0,0
9871,SHAMA,10,71722,0
9872,SHAME,10,6785296,1
9873,SHAMS,10,618299,0
9874,SHAND,9,141332,0
9875,SHANK,12,1311484,0
9876,SHANS,8,0,0
9877,SHAPE,10,25675227,1
9878,SHAPS,10,0,0
9879,SHARD,9,287428,0
9880,SHARE,8,119294241,1
9881,SHARK,12,5904454,1
9882,SHARN,8,14432,0
9883,SHARP,10,24904199,1
9884,SHASH,11,27825,0
9885,SHAUL,8,239120,0
9886,SHAVE,11,2580057,1
9887,SHAWL,11,1011728,0
9888,SHAWM,13,0,0
9889,SHAWN,11,4642740,1
9890,SHAWS,11,82892,0
9891,SHAYA,11,39577,0
9892,SHAYS,11,227563,0
9893,SHCHI,13,0,0
9894,SHEAF,11,255879,0
9895,SHEAL,8,0,0
9896,SHEAR,8,2886210,1
9897,SHEAS,8,0,0
9898,SHEDS,9,1874143,1
9899,SHEEL,8,15825,0
9900,SHEEN,8,1124463,0
9901,SHEEP,10,8962638,1
9902,SHEER,8,6684477,1
9903,SHEET,8,44295187,1
9904,SHEIK,12,596893,0
9905,SHELF,11,11287023,1
9906,SHELL,8,20599318,1
9907,SHEND,9,0,0
9908,SHENT,8,0,0
9909,SHEOL,8,68016,0
9910,SHERD,9,20612,0
9911,SHERE,8,82346,0
9912,SHERO,8,0,0
9913,SHETS,8,0,0
9914,SHEVA,11,181594,0
9915,SHEWN,11,62884,0
9916,SHEWS,11,39148,0
9917,SHIAI,8,0,0
9918,SHIED,9,103457,0
9919,SHIEL,8,82165,0
9920,SHIER,8,43728,0
9921,SHIES,8,42546,0
9922,SHIFT,11,19811555,1
9923,SHILL,8,163716,0
9924,SHILY,11,0,0
9925,SHIMS,10,212293,0
9926,SHINE,8,5881862,1
9927,SHINS,8,362796,0
9928,SHINY,11,3192674,1
9929,SHIPS,10,56365355,1
9930,SHIRE,8,2665081,1
9931,SHIRK,12,194196,0
9932,SHIRR,8,0,0
9933,SHIRS,8,0,0
9934,SHIRT,8,40501964,1
9935,SHISH,11,67812,0
9936,SHISO,8,25086,0
9937,SHIST,8,0,0
9938,SHITE,8,371932,0
9939,SHITS,8,238365,0
9940,SHIUR,8,69743,0
9941,SHIVA,11,1105044,0
9942,SHIVE,11,114265,0
9943,SHIVS,11,0,0
9944,SHLEP,10,0,0
9945,SHLUB,10,0,0
9946,SHMEK,14,0,0
9947,SHMOE,10,0,0
9948,SHOAL,8,435185,0
9949,SHOAT,8,0,0
9950,SHOCK,14,14850388,1
9951,SHOED,9,27509,0
9952,SHOER,8,0,0
9953,SHOES,8,80755612,1
9954,SHOGI,9,84271,0
9955,SHOGS,9,0,0
9956,SHOJI,15,231018,0
9957,SHOJO,15,81991,0
9958,SHOLA,8,49881,0
9959,SHONE,8,704369,0
9960,SHOOK,12,2917411,1
9961,SHOOL,8,89902,0
9962,SHOON,8,20249,0
9963,SHOOS,8,26781,0
9964,SHOOT,8,12695618,1
9965,SHOPE,10,79471,0
9966,SHOPS,10,38241315,1
9967,SHORE,8,12568485,1
9968,SHORL,8,0,0
9969,SHORN,8,142311,0
9970,SHORT,8,106755242,1
9971,SHOTE,8,36612,0
9972,SHOTS,8,19611119,1
9973,SHOTT,8,25924,0
9974,SHOUT,8,3965861,1
9975,SHOVE,11,847364,0
9976,SHOWD,12,0,0
9977,SHOWN,11,68755779,1
9978,SHOWS,11,84804638,1
9979,SHOWY,14,294798,0
9980,SHOYU,11,30956,0
9981,SHRED,9,851931,0
9982,SHREW,11,382770,0
9983,SHRIS,8,0,0
9984,SHROW,11,0,0
9985,SHRUB,10,1458217,1
9986,SHRUG,9,720506,0
9987,SHTIK,12,0,0
9988,SHTUM,10,0,0
9989,SHTUP,10,0,0
9990,SHUCK,14,116293,0
9991,SHULE,8,0,0
9992,SHULN,8,0,0
9993,SHULS,8,0,0
9994,SHUNS,8,85070,0
9995,SHUNT,8,604152,0
9996,SHURA,8,152118,0
9997,SHUSH,11,60031,0
9998,SHUTE,8,184885,0
9999,SHUTS,8,974390,0
10000,SHWAS,11,0,0
10001,SHYER,11,32023,0
10002,SHYLY,14,213165,0
10003,SIALS,5,0,0
10004,SIBBS,9,0,0
10005,SIBYL,10,111857,0
10006,SICES,7,0,0
10007,SICHT,10,97024,0
10008,SICKO,11,86555,0
10009,SICKS,11,0,0
10010,SICKY,14,0,0
10011,SIDAS,6,0,0
10012,SIDED,7,4982500,1
10013,SIDER,6,543665,0
10014,SIDES,6,17269191,1
10015,SIDHA,9,0,0
10016,SIDHE,9,114733,0
10017,SIDLE,6,54306,0
10018,SIEGE,6,2518421,1
10019,SIELD,6,0,0
10020,SIENS,5,0,0
10021,SIENT,5,16892,0
10022,SIETH,8,0,0
10023,SIEUR,5,61710,0
10024,SIEVE,8,851108,0
10025,SIFTS,8,38137,0
10026,SIGHS,9,564251,0
10027,SIGHT,9,13360499,1
10028,SIGIL,6,118090,0
10029,SIGLA,6,38984,0
10030,SIGMA,8,11864409,1
10031,SIGNA,6,233687,0
10032,SIGNS,6,31899467,1
10033,SIJOS,12,0,0
10034,SIKAS,9,0,0
10035,SIKER,9,0,0
10036,SIKES,9,160692,0
10037,SILDS,6,0,0
10038,SILED,6,0,0
10039,SILEN,5,22517,0
10040,SILER,5,201368,0
10041,SILES,5,19384,0
10042,SILEX,12,289557,0
10043,SILKS,9,418180,0
10044,SILKY,12,1749406,1
10045,SILLS,5,397916,0
10046,SILLY,8,6833654,1
10047,SILOS,5,483560,0
10048,SILTS,5,47638,0
10049,SILTY,8,293612,0
10050,SILVA,8,3132617,1
10051,SIMAR,7,30450,0
10052,SIMAS,7,24995,0
10053,SIMBA,9,322561,0
10054,SIMIS,7,0,0
10055,SIMPS,9,0,0
10056,SIMUL,7,158003,0
10057,SINCE,7,214302926,1
10058,SINDS,6,75367,0
10059,SINED,6,0,0
10060,SINES,5,79686,0
10061,SINEW,8,74869,0
10062,SINGE,6,106880,0
10063,SINGS,6,2723225,1
10064,SINHS,8,0,0
10065,SINKS,9,3399604,1
10066,SINKY,12,0,0
10067,SINUS,5,1738565,1
10068,SIPED,8,0,0
10069,SIPES,7,60829,0
10070,SIPPY,12,100939,0
10071,SIRED,6,220280,0
10072,SIREE,5,14544,0
10073,SIREN,5,1354779,0
10074,SIRES,5,286232,0
10075,SIRIH,8,0,0
10076,SIRIS,5,53304,0
10077,SIROC,7,0,0
10078,SIRRA,5,0,0
10079,SIRUP,7,29954,0
10080,SISAL,5,280742,0
10081,SISES,5,0,0
10082,SISSY,8,1410911,0
10083,SISTA,5,261188,0
10084,SISTS,5,58962,0
10085,SITAR,5,255993,0
10086,SITED,6,503306,0
10087,SITES,5,202755734,1
10088,SITHE,8,14180,0
10089,SITKA,9,578381,0
10090,SITUP,7,0,0
10091,SITUS,5,267454,0
10092,SIVER,8,101095,0
10093,SIXER,12,58111,0
10094,SIXES,12,176765,0
10095,SIXMO,14,0,0
10096,SIXTE,12,0,0
10097,SIXTH,15,9920054,1
10098,SIXTY,15,4851534,1
10099,SIZAR,14,0,0
10100,SIZED,15,12775596,1
10101,SIZEL,14,0,0
10102,SIZER,14,202590,0
10103,SIZES,14,23751367,1
10104,SKAGS,10,0,0
10105,SKAIL,9,0,0
10106,SKALD,10,44871,0
10107,SKANK,13,227091,0
10108,SKART,9,0,0
10109,SKATE,9,4932092,1
10110,SKATS,9,0,0
10111,SKATT,9,0,0
10112,SKAWS,12,0,0
10113,SKEAN,9,19591,0
10114,SKEAR,9,0,0
10115,SKEDS,10,0,0
10116,SKEED,10,0,0
10117,SKEEF,12,0,0
10118,SKEEN,9,109749,0
10119,SKEER,9,0,0
10120,SKEES,9,0,0
10121,SKEET,9,343898,0
10122,SKEGG,11,0,0
10123,SKEGS,10,0,0
10124,SKEIN,9,208604,0
10125,SKELF,12,0,0
10126,SKELL,9,0,0
10127,SKELM,11,0,0
10128,SKELP,11,0,0
10129,SKENE,9,99110,0
10130,SKENS,9,0,0
10131,SKEOS,9,0,0
10132,SKEPS,11,0,0
10133,SKERS,9,0,0
10134,SKETS,9,0,0
10135,SKEWS,12,75297,0
10136,SKIDS,10,343992,0
10137,SKIED,10,134470,0
10138,SKIER,9,863046,0
10139,SKIES,9,3796788,1
10140,SKIEY,12,0,0
10141,SKIFF,15,281833,0
10142,SKILL,9,15835076,1
10143,SKIMO,11,0,0
10144,SKIMP,13,107336,0
10145,SKIMS,11,45654,0
10146,SKINK,13,101630,0
10147,SKINS,9,7370612,1
10148,SKINT,9,118519,0
10149,SKIOS,9,0,0
10150,SKIPS,11,555853,0
10151,SKIRL,9,0,0
10152,SKIRR,9,0,0
10153,SKIRT,9,9981485,1
10154,SKITE,9,0,0
10155,SKITS,9,366784,0
10156,SKIVE,12,47114,0
10157,SKIVY,15,0,0
10158,SKLIM,11,0,0
10159,SKOAL,9,42373,0
10160,SKODY,13,0,0
10161,SKOFF,15,0,0
10162,SKOGS,10,0,0
10163,SKOLS,9,0,0
10164,SKOOL,9,829401,0
10165,SKORT,9,98916,0
10166,SKOSH,12,0,0
10167,SKRAN,9,0,0
10168,SKRIK,13,0,0
10169,SKUAS,9,28353,0
10170,SKUGS,10,0,0
10171,SKULK,13,24018,0
10172,SKULL,9,4457991,1
10173,SKUNK,13,937406,0
10174,SKYED,13,0,0
10175,SKYER,12,0,0
10176,SKYEY,15,0,0
10177,SKYFS,15,0,0
10178,SKYRE,12,0,0
10179,SKYRS,12,0,0
10180,SKYTE,12,0,0
10181,SLABS,7,900683,0
10182,SLACK,11,1954286,1
10183,SLADE,6,842883,0
10184,SLAES,5,0,0
10185,SLAGS,6,105005,0
10186,SLAID,6,19838,0
10187,SLAIN,5,1281084,0
10188,SLAKE,9,54463,0
10189,SLAMS,7,926688,0
10190,SLANE,5,95822,0
10191,SLANG,6,1817718,1
10192,SLANK,9,47932,0
10193,SLANT,5,1313083,0
10194,SLAPS,7,357339,0
10195,SLART,5,0,0
10196,SLASH,8,2935535,1
10197,SLATE,5,3813904,1
10198,SLATS,5,297172,0
10199,SLATY,8,49371,0
10200,SLAVE,8,10692715,1
10201,SLAWS,8,0,0
10202,SLAYS,8,79674,0
10203,SLEBS,7,0,0
10204,SLEDS,6,316641,0
10205,SLEEK,9,2734565,1
10206,SLEEP,7,29491537,1
10207,SLEER,5,0,0
10208,SLEET,5,305148,0
10209,SLEPT,7,2370802,1
10210,SLEWS,8,13847,0
10211,SLEYS,8,0,0
10212,SLICE,7,4628779,1
10213,SLICK,11,2372634,1
10214,SLIDE,6,22339084,1
10215,SLIER,5,0,0
10216,SLILY,8,0,0
10217,SLIME,7,869502,0
10218,SLIMS,7,187926,0
10219,SLIMY,10,346686,0
10220,SLING,6,1688770,1
10221,SLINK,9,196197,0
10222,SLIPE,7,0,0
10223,SLIPS,7,2587498,1
10224,SLIPT,7,0,0
10225,SLISH,8,0,0
10226,SLITS,5,460082,0
10227,SLIVE,8,23223,0
10228,SLOAN,5,2040295,1
10229,SLOBS,7,36492,0
10230,SLOES,5,0,0
10231,SLOGS,6,0,0
10232,SLOID,6,0,0
10233,SLOJD,13,0,0
10234,SLOMO,7,0,0
10235,SLOOM,7,0,0
10236,SLOOP,7,295505,0
10237,SLOOT,5,57272,0
10238,SLOPE,7,6469975,1
10239,SLOPS,7,25111,0
10240,SLOPY,10,0,0
10241,SLORM,7,0,0
10242,SLOSH,8,51634,0
10243,SLOTH,8,519428,0
10244,SLOTS,5,12452126,1
10245,SLOVE,8,0,0
10246,SLOWS,8,1163999,0
10247,SLOYD,9,16508,0
10248,SLUBB,9,0,0
10249,SLUBS,7,0,0
10250,SLUED,6,0,0
10251,SLUES,5,0,0
10252,SLUFF,11,0,0
10253,SLUGS,6,450646,0
10254,SLUIT,5,24797,0
10255,SLUMP,9,878659,0
10256,SLUMS,7,463980,0
10257,SLUNG,6,253265,0
10258,SLUNK,9,40167,0
10259,SLURB,7,0,0
10260,SLURP,7,495920,0
10261,SLURS,5,220561,0
10262,SLUSE,5,0,0
10263,SLUSH,8,389608,0
10264,SLUTS,5,8430809,1
10265,SLYER,8,0,0
10266,SLYLY,11,103507,0
10267,SLYPE,10,0,0
10268,SMAAK,11,0,0
10269,SMACK,13,1451860,1
10270,SMAIK,11,0,0
10271,SMALL,7,208371878,1
10272,SMALM,9,0,0
10273,SMALT,7,0,0
10274,SMARM,9,0,0
10275,SMART,7,36636558,1
10276,SMASH,10,3192001,1
10277,SMAZE,16,0,0
10278,SMEAR,7,1289528,0
10279,SMEEK,11,0,0
10280,SMEES,7,0,0
10281,SMEIK,11,0,0
10282,SMEKE,11,0,0
10283,SMELL,7,6642666,1
10284,SMELT,7,301053,0
10285,SMERK,11,0,0
10286,SMEWS,10,0,0
10287,SMILE,7,13893537,1
10288,SMIRK,11,403780,0
10289,SMIRR,7,0,0
10290,SMIRS,7,0,0
10291,SMITE,7,270393,0
10292,SMITH,10,63357901,1
10293,SMITS,7,204616,0
10294,SMOCK,13,220361,0
10295,SMOGS,8,0,0
10296,SMOKE,11,16567733,1
10297,SMOKO,11,0,0
10298,SMOKY,14,1818184,1
10299,SMOLT,7,111459,0
10300,SMOOR,7,27737,0
10301,SMOOT,7,216470,0
10302,SMORE,7,0,0
10303,SMORG,8,0,0
10304,SMOTE,7,276278,0
10305,SMOUT,7,0,0
10306,SMOWT,10,0,0
10307,SMUGS,8,0,0
10308,SMURS,7,0,0
10309,SMUSH,10,36448,0
10310,SMUTS,7,84644,0
10311,SNABS,7,0,0
10312,SNACK,11,3847152,1
10313,SNAFU,8,239431,0
10314,SNAGS,6,318312,0
10315,SNAIL,5,1580640,1
10316,SNAKE,9,7606395,1
10317,SNAKY,12,18580,0
10318,SNAPS,7,1512455,1
10319,SNARE,5,1311615,0
10320,SNARF,8,104552,0
10321,SNARK,9,457068,0
10322,SNARL,5,184639,0
10323,SNARS,5,0,0
10324,SNARY,8,0,0
10325,SNASH,8,0,0
10326,SNATH,8,0,0
10327,SNAWS,8,0,0
10328,SNEAD,6,175337,0
10329,SNEAK,9,2280877,1
10330,SNEAP,7,16545,0
10331,SNEBS,7,0,0
10332,SNECK,11,0,0
10333,SNEDS,6,0,0
10334,SNEED,6,164701,0
10335,SNEER,5,203583,0
10336,SNEES,5,0,0
10337,SNELL,5,767608,0
10338,SNIBS,7,0,0
10339,SNICK,11,23113,0
10340,SNIDE,6,238032,0
10341,SNIES,5,0,0
10342,SNIFF,11,1041321,0
10343,SNIFT,8,0,0
10344,SNIGS,6,0,0
10345,SNIPE,7,425778,0
10346,SNIPS,7,329153,0
10347,SNIPY,10,0,0
10348,SNIRT,5,0,0
10349,SNITS,5,0,0
10350,SNOBS,7,164598,0
10351,SNODS,6,0,0
10352,SNOEK,9,14498,0
10353,SNOEP,7,0,0
10354,SNOGS,6,0,0
10355,SNOKE,9,14088,0
10356,SNOOD,6,80464,0
10357,SNOOK,9,295873,0
10358,SNOOL,5,0,0
10359,SNOOP,7,2787168,1
10360,SNOOT,5,33126,0
10361,SNORE,5,294125,0
10362,SNORT,5,1522943,1
10363,SNOTS,5,0,0
10364,SNOUT,5,258314,0
10365,SNOWK,12,0,0
10366,SNOWS,8,350890,0
10367,SNOWY,11,1631719,1
10368,SNUBS,7,92798,0
10369,SNUCK,11,274495,0
10370,SNUFF,11,861230,0
10371,SNUGS,6,0,0
10372,SNUSH,8,0,0
10373,SNYES,8,0,0
10374,SOAKS,9,165469,0
10375,SOAPS,7,2347810,1
10376,SOAPY,10,303519,0
10377,SOARE,5,0,0
10378,SOARS,5,465187,0
10379,SOAVE,8,54998,0
10380,SOBAS,7,0,0
10381,SOBER,7,1672710,1
10382,SOCAS,7,0,0
10383,SOCES,7,0,0
10384,SOCKO,11,13096,0
10385,SOCKS,11,8632058,1
10386,SOCLE,7,17222,0
10387,SODAS,6,299348,0
10388,SODDY,10,62104,0
10389,SODIC,8,24953,0
10390,SODOM,8,402032,0
10391,SOFAR,8,49346,0
10392,SOFAS,8,1871940,1
10393,SOFTA,8,0,0
10394,SOFTS,8,162553,0
10395,SOFTY,11,55906,0
10396,SOGER,6,0,0
10397,SOGGY,10,331525,0
10398,SOHUR,8,0,0
10399,SOILS,5,4789565,1
10400,SOILY,8,0,0
10401,SOJAS,12,0,0
10402,SOJUS,12,0,0
10403,SOKAH,12,0,0
10404,SOKEN,9,18213,0
10405,SOKES,9,0,0
10406,SOKOL,9,195506,0
10407,SOLAH,8,0,0
10408,SOLAN,5,56393,0
10409,SOLAR,5,20423792,1
10410,SOLAS,5,225662,0
10411,SOLDE,6,24298,0
10412,SOLDI,6,93203,0
10413,SOLDO,6,16595,0
10414,SOLDS,6,0,0
10415,SOLED,6,102946,0
10416,SOLEI,5,16449,0
10417,SOLER,5,142747,0
10418,SOLES,5,765275,0
10419,SOLID,6,37426444,1
10420,SOLON,5,527040,0
10421,SOLOS,5,1222232,0
10422,SOLUM,7,86424,0
10423,SOLUS,5,185496,0
10424,SOLVE,8,13452150,1
10425,SOMAN,7,92060,0
10426,SOMAS,7,51354,0
10427,SONAR,5,1341822,0
10428,SONCE,7,0,0
10429,SONDE,6,78672,0
10430,SONES,5,72334,0
10431,SONGS,6,49272598,1
10432,SONIC,7,7298920,1
10433,SONLY,8,0,0
10434,SONNE,5,372095,0
10435,SONNY,8,2004845,1
10436,SONSE,5,0,0
10437,SONSY,8,0,0
10438,SOOEY,8,0,0
10439,SOOKS,9,0,0
10440,SOOKY,12,0,0
10441,SOOLE,5,0,0
10442,SOOLS,5,0,0
10443,SOOMS,7,0,0
10444,SOOPS,7,0,0
10445,SOOTE,5,0,0
10446,SOOTH,8,141125,0
10447,SOOTS,5,0,0
10448,SOOTY,8,220245,0
10449,SOPHS,10,0,0
10450,SOPHY,13,75315,0
10451,SOPOR,7,16980,0
10452,SOPPY,12,36978,0
10453,SOPRA,7,106565,0
10454,SORAL,5,0,0
10455,SORAS,5,19792,0
10456,SORBO,7,54561,0
10457,SORBS,7,42461,0
10458,SORDA,6,0,0
10459,SORDO,6,13913,0
10460,SORDS,6,0,0
10461,SORED,6,50450,0
10462,SOREE,5,0,0
10463,SOREL,5,385306,0
10464,SORER,5,0,0
10465,SORES,5,1024935,0
10466,SOREX,12,35839,0
10467,SORGO,6,0,0
10468,SORNS,5,0,0
10469,SORRA,5,0,0
10470,SORRY,8,35595812,1
10471,SORTA,5,855998,0
10472,SORTS,5,6005834,1
10473,SORUS,5,0,0
10474,SOTHS,8,0,0
10475,SOTOL,5,0,0
10476,SOUCE,7,67590,0
10477,SOUCT,7,0,0
10478,SOUGH,9,16442,0
10479,SOUKS,9,34993,0
10480,SOULS,5,5416970,1
10481,SOUMS,7,0,0
10482,SOUND,6,100010833,1
10483,SOUPS,7,2141445,1
10484,SOUPY,10,94968,0
10485,SOURS,5,79324,0
10486,SOUSE,5,0,0
10487,SOUTH,8,238581133,1
10488,SOUTS,5,0,0
10489,SOWAR,8,0,0
10490,SOWCE,10,0,0
10491,SOWED,9,113771,0
10492,SOWER,8,137381,0
10493,SOWFF,14,0,0
10494,SOWFS,11,0,0
10495,SOWLE,8,12787,0
10496,SOWLS,8,0,0
10497,SOWMS,10,0,0
10498,SOWND,9,0,0
10499,SOWNE,8,0,0
10500,SOWPS,10,0,0
10501,SOWSE,8,0,0
10502,SOWTH,11,0,0
10503,SOYAS,8,0,0
10504,SOYLE,8,33710,0
10505,SOYUZ,17,367639,0
10506,SOZIN,14,0,0
10507,SPACE,9,121505269,1
10508,SPACY,12,39233,0
10509,SPADE,8,1567565,1
10510,SPADO,8,0,0
10511,SPAED,8,0,0
10512,SPAER,7,0,0
10513,SPAES,7,0,0
10514,SPAGS,8,0,0
10515,SPAHI,10,0,0
10516,SPAIL,7,0,0
10517,SPAIN,7,51553238,1
10518,SPAIT,7,0,0
10519,SPAKE,11,688769,0
10520,SPALD,8,0,0
10521,SPALE,7,0,0
10522,SPALL,7,80157,0
10523,SPALT,7,0,0
10524,SPAMS,9,323676,0
10525,SPANE,7,0,0
10526,SPANG,8,41109,0
10527,SPANK,11,5416004,1
10528,SPANS,7,1675632,1
10529,SPARD,8,0,0
10530,SPARE,7,10009522,1
10531,SPARK,11,4842423,1
10532,SPARS,7,203700,0
10533,SPART,7,29561,0
10534,SPASM,9,391339,0
10535,SPATE,7,357156,0
10536,SPATS,7,78562,0
10537,SPAUL,7,0,0
10538,SPAWL,10,0,0
10539,SPAWN,10,1908837,1
10540,SPAWS,10,0,0
10541,SPAYD,11,0,0
10542,SPAYS,10,0,0
10543,SPAZA,16,41173,0
10544,SPAZZ,25,45477,0
10545,SPEAK,11,31324712,1
10546,SPEAL,7,0,0
10547,SPEAN,7,30703,0
10548,SPEAR,7,2942538,1
10549,SPEAT,7,0,0
10550,SPECK,13,757962,0
10551,SPECS,9,26029159,1
10552,SPECT,9,378697,0
10553,SPEED,8,83135749,1
10554,SPEEL,7,50603,0
10555,SPEER,7,400248,0
10556,SPEIL,7,0,0
10557,SPEIR,7,23387,0
10558,SPEKS,11,0,0
10559,SPELD,8,0,0
10560,SPELK,11,0,0
10561,SPELL,7,8506049,1
10562,SPELT,7,431427,0
10563,SPEND,8,26713310,1
10564,SPENT,7,29719451,1
10565,SPEOS,7,0,0
10566,SPERM,9,5944531,1
10567,SPETS,7,0,0
10568,SPEUG,8,0,0
10569,SPEWS,10,150306,0
10570,SPEWY,13,0,0
10571,SPIAL,7,0,0
10572,SPICA,9,142550,0
10573,SPICE,9,7120274,1
10574,SPICK,13,25431,0
10575,SPICS,9,0,0
10576,SPICY,12,3170817,1
10577,SPIDE,8,0,0
10578,SPIED,8,294373,0
10579,SPIEL,7,811922,0
10580,SPIER,7,180057,0
10581,SPIES,7,5756937,1
10582,SPIFF,13,74236,0
10583,SPIFS,10,0,0
